CoC Name,GEOID,County Name,PPRN_23
VA-521 - Virginia Balance of State CoC,519195,Wise County,108370
VA-521 - Virginia Balance of State CoC,519197,Wythe County,86215
VA-600 - Arlington County CoC,519013,Arlington County,1361822
VA-601 - Fairfax County CoC,519059,Fairfax County,5771748
VA-602 - Loudoun County CoC,519107,Loudoun County,523656
VA-603 - Alexandria CoC,510024,Alexandria,407833
VA-604 - Prince William County CoC,519153,Prince William County,2638008
VI-500 - Virgin Islands CoC,780001,Virgin Islands,1207223
VT-500 - Vermont Balance of State CoC,509001,Addison County,141667
VT-500 - Vermont Balance of State CoC,509003,Bennington County,178800
VT-500 - Vermont Balance of State CoC,509005,Caledonia County,157113
VT-500 - Vermont Balance of State CoC,509009,Essex County,41269
VT-500 - Vermont Balance of State CoC,509011,Franklin County,203475
VT-500 - Vermont Balance of State CoC,509013,Grand Isle County,27938
VT-500 - Vermont Balance of State CoC,509015,Lamoille County,127190
VT-500 - Vermont Balance of State CoC,509017,Orange County,142721
VT-500 - Vermont Balance of State CoC,509019,Orleans County,135130
VT-500 - Vermont Balance of State CoC,509021,Rutland County,377194
VT-500 - Vermont Balance of State CoC,509023,Washington County,272004
VT-500 - Vermont Balance of State CoC,509025,Windham County,250048
VT-500 - Vermont Balance of State CoC,509027,Windsor County,263136
VT-501 - Burlington/Chittenden County CoC,500288,Burlington,273419
VT-501 - Burlington/Chittenden County CoC,509007,Chittenden County,401729
WA-500 - Seattle/King County CoC,530054,Auburn,209025
WA-500 - Seattle/King County CoC,530084,Bellevue,325334
WA-500 - Seattle/King County CoC,530166,Burien,165193
WA-500 - Seattle/King County CoC,530514,Federal Way,290018
WA-500 - Seattle/King County CoC,530726,Kent City,407367
WA-500 - Seattle/King County CoC,539033,King County,3411324
WA-500 - Seattle/King County CoC,530738,Kirkland City,161371
WA-500 - Seattle/King County CoC,531296,Redmond,155708
WA-500 - Seattle/King County CoC,531302,Renton City,243525
WA-500 - Seattle/King County CoC,531392,Seattle,9635855
WA-500 - Seattle/King County CoC,531420,Shoreline,118713
WA-501 - Washington Balance of State CoC,539001,Adams County,98240
WA-501 - Washington Balance of State CoC,530036,Anacortes,38953
WA-501 - Washington Balance of State CoC,539003,Asotin County,71233
WA-501 - Washington Balance of State CoC,530090,Bellingham,301329
WA-501 - Washington Balance of State CoC,539005,Benton County,135195
WA-501 - Washington Balance of State CoC,530132,Bremerton,144555
WA-501 - Washington Balance of State CoC,539007,Chelan County,123656
WA-501 - Washington Balance of State CoC,539009,Clallam County,192378
WA-501 - Washington Balance of State CoC,539013,Columbia County,26295
WA-501 - Washington Balance of State CoC,539015,Cowlitz County,197938
WA-501 - Washington Balance of State CoC,539017,Douglas County,78098
WA-501 - Washington Balance of State CoC,530396,East Wenatchee City,40433
WA-501 - Washington Balance of State CoC,539019,Ferry County,21205
WA-501 - Washington Balance of State CoC,539021,Franklin County,67954
WA-501 - Washington Balance of State CoC,539023,Garfield County,15162
WA-501 - Washington Balance of State CoC,539025,Grant County,320857
WA-501 - Washington Balance of State CoC,539027,Grays Harbor County,342742
WA-501 - Washington Balance of State CoC,539029,Island County,165213
WA-501 - Washington Balance of State CoC,539031,Jefferson County,92593
WA-501 - Washington Balance of State CoC,530720,Kennewick,206414
WA-501 - Washington Balance of State CoC,539035,Kitsap County,374354
WA-501 - Washington Balance of State CoC,539037,Kittitas County,168676
WA-501 - Washington Balance of State CoC,539039,Klickitat County,81067
WA-501 - Washington Balance of State CoC,539041,Lewis County,290590
WA-501 - Washington Balance of State CoC,539043,Lincoln County,57690
WA-501 - Washington Balance of State CoC,530840,Longview,111273
WA-501 - Washington Balance of State CoC,539045,Mason County,173585
WA-501 - Washington Balance of State CoC,531020,Mount Vernon,123848
WA-501 - Washington Balance of State CoC,539047,Okanogan County,152386
WA-501 - Washington Balance of State CoC,531134,Olympia,135022
WA-501 - Washington Balance of State CoC,539049,Pacific County,109057
WA-501 - Washington Balance of State CoC,531188,Pasco,242756
WA-501 - Washington Balance of State CoC,539051,Pend Oreille County,44447
WA-501 - Washington Balance of State CoC,531314,Richland,104436
WA-501 - Washington Balance of State CoC,539055,San Juan County,45669
WA-501 - Washington Balance of State CoC,539057,Skagit County,224749
WA-501 - Washington Balance of State CoC,539059,Skamania County,30285
WA-501 - Washington Balance of State CoC,539065,Stevens County,113642
WA-501 - Washington Balance of State CoC,539067,Thurston County,449419
WA-501 - Washington Balance of State CoC,539069,Wahkiakum County,16515
WA-501 - Washington Balance of State CoC,531680,Walla Walla City,148434
WA-501 - Washington Balance of State CoC,539071,Walla Walla County,69103
WA-501 - Washington Balance of State CoC,531728,Wenatchee,94034
WA-501 - Washington Balance of State CoC,539073,Whatcom County,330588
WA-501 - Washington Balance of State CoC,539075,Whitman County,206911
WA-501 - Washington Balance of State CoC,531830,Yakima,390512
WA-501 - Washington Balance of State CoC,539077,Yakima County,525132
WA-502 - Spokane City & County CoC,531488,Spokane,3175459
WA-502 - Spokane City & County CoC,539063,Spokane County,1693872
"WA-503 - Tacoma, Lakewood/Pierce County CoC",530795,Lakewood,202136
"WA-503 - Tacoma, Lakewood/Pierce County CoC",539053,Pierce County,3181877
"WA-503 - Tacoma, Lakewood/Pierce County CoC",531554,Tacoma,2431458
WA-504 - Everett/Snohomish County CoC,530480,Everett,320144
WA-504 - Everett/Snohomish County CoC,530906,Marysville,133795
WA-504 - Everett/Snohomish County CoC,539061,Snohomish County,3283270
WA-508 - Vancouver/Clark County CoC,539011,Clark County,579044
WA-508 - Vancouver/Clark County CoC,531668,Vancouver,518703
WI-500 - Wisconsin Balance of State CoC,559001,Adams County,78123
WI-500 - Wisconsin Balance of State CoC,550216,Appleton,213589
WI-500 - Wisconsin Balance of State CoC,559003,Ashland County,80485
WI-500 - Wisconsin Balance of State CoC,559005,Barron County,184117
WI-500 - Wisconsin Balance of State CoC,559007,Bayfield County,61346
WI-500 - Wisconsin Balance of State CoC,550568,Beloit,211860
WI-500 - Wisconsin Balance of State CoC,559009,Brown County,378209
WI-500 - Wisconsin Balance of State CoC,559011,Buffalo County,55153
WI-500 - Wisconsin Balance of State CoC,559013,Burnett County,68101
WI-500 - Wisconsin Balance of State CoC,559015,Calumet County,102535
WI-500 - Wisconsin Balance of State CoC,559017,Chippewa County,201398
WI-500 - Wisconsin Balance of State CoC,559019,Clark County,166978
WI-500 - Wisconsin Balance of State CoC,559021,Columbia County,188682
WI-500 - Wisconsin Balance of State CoC,559023,Crawford County,67669
WI-500 - Wisconsin Balance of State CoC,559027,Dodge County,327874
WI-500 - Wisconsin Balance of State CoC,559029,Door County,114400
WI-500 - Wisconsin Balance of State CoC,559031,Douglas County,51877
WI-500 - Wisconsin Balance of State CoC,559033,Dunn County,164984
WI-500 - Wisconsin Balance of State CoC,551920,Eau Claire,207933
WI-500 - Wisconsin Balance of State CoC,559035,Eau Claire County,121431
WI-500 - Wisconsin Balance of State CoC,559037,Florence County,21352
WI-500 - Wisconsin Balance of State CoC,552264,Fond Du Lac,208019
WI-500 - Wisconsin Balance of State CoC,559039,Fond du Lac County,188789
WI-500 - Wisconsin Balance of State CoC,559041,Forest County,34094
WI-500 - Wisconsin Balance of State CoC,559043,Grant County,227800
WI-500 - Wisconsin Balance of State CoC,552664,Green Bay,340494
WI-500 - Wisconsin Balance of State CoC,559045,Green County,135137
WI-500 - Wisconsin Balance of State CoC,559047,Green Lake County,80998
WI-500 - Wisconsin Balance of State CoC,559049,Iowa County,86333
WI-500 - Wisconsin Balance of State CoC,559051,Iron County,32480
WI-500 - Wisconsin Balance of State CoC,559053,Jackson County,83710
WI-500 - Wisconsin Balance of State CoC,553224,Janesville,171155
WI-500 - Wisconsin Balance of State CoC,559055,Jefferson County,279204
WI-500 - Wisconsin Balance of State CoC,559057,Juneau County,118584
WI-500 - Wisconsin Balance of State CoC,553316,Kenosha,379324
WI-500 - Wisconsin Balance of State CoC,559059,Kenosha County,167615
WI-500 - Wisconsin Balance of State CoC,559061,Kewaunee County,75844
WI-500 - Wisconsin Balance of State CoC,553428,La Crosse,326360
WI-500 - Wisconsin Balance of State CoC,559063,La Crosse County,150957
WI-500 - Wisconsin Balance of State CoC,559065,Lafayette County,75160
WI-500 - Wisconsin Balance of State CoC,559067,Langlade County,86062
WI-500 - Wisconsin Balance of State CoC,559069,Lincoln County,101195
WI-500 - Wisconsin Balance of State CoC,559071,Manitowoc County,334959
WI-500 - Wisconsin Balance of State CoC,559073,Marathon County,275500
WI-500 - Wisconsin Balance of State CoC,559075,Marinette County,161423
WI-500 - Wisconsin Balance of State CoC,559077,Marquette County,58248
WI-500 - Wisconsin Balance of State CoC,559078,Menominee County,18826
WI-500 - Wisconsin Balance of State CoC,559081,Monroe County,173015
WI-500 - Wisconsin Balance of State CoC,554588,Neenah,77166
WI-500 - Wisconsin Balance of State CoC,559083,Oconto County,127095
WI-500 - Wisconsin Balance of State CoC,559085,Oneida County,97403
WI-500 - Wisconsin Balance of State CoC,554960,Oshkosh,300745
WI-500 - Wisconsin Balance of State CoC,559087,Outagamie County,291491
WI-500 - Wisconsin Balance of State CoC,559089,Ozaukee County,185204
WI-500 - Wisconsin Balance of State CoC,559091,Pepin County,30380
WI-500 - Wisconsin Balance of State CoC,559093,Pierce County,122500
WI-500 - Wisconsin Balance of State CoC,559095,Polk County,141976
WI-500 - Wisconsin Balance of State CoC,559097,Portage County,241789
WI-500 - Wisconsin Balance of State CoC,559099,Price County,66337
WI-500 - Wisconsin Balance of State CoC,559103,Richland County,84081
WI-500 - Wisconsin Balance of State CoC,559105,Rock County,196084
WI-500 - Wisconsin Balance of State CoC,559107,Rusk County,61985
WI-500 - Wisconsin Balance of State CoC,559111,Sauk County,209470
WI-500 - Wisconsin Balance of State CoC,559113,Sawyer County,67231
WI-500 - Wisconsin Balance of State CoC,559115,Shawano County,148646
WI-500 - Wisconsin Balance of State CoC,556000,Sheboygan,322432
WI-500 - Wisconsin Balance of State CoC,559117,Sheboygan County,190400
WI-500 - Wisconsin Balance of State CoC,559109,St. Croix County,184603
WI-500 - Wisconsin Balance of State CoC,556492,Superior,257094
WI-500 - Wisconsin Balance of State CoC,559119,Taylor County,75011
WI-500 - Wisconsin Balance of State CoC,559121,Trempealeau County,91211
WI-500 - Wisconsin Balance of State CoC,559123,Vernon County,149947
WI-500 - Wisconsin Balance of State CoC,559125,Vilas County,73646
WI-500 - Wisconsin Balance of State CoC,559127,Walworth County,352636
WI-500 - Wisconsin Balance of State CoC,559129,Washburn County,66562
WI-500 - Wisconsin Balance of State CoC,559131,Washington County,287027
WI-500 - Wisconsin Balance of State CoC,556948,Waukesha,172198
WI-500 - Wisconsin Balance of State CoC,559133,Waukesha County,358427
WI-500 - Wisconsin Balance of State CoC,559135,Waupaca County,183508
WI-500 - Wisconsin Balance of State CoC,556980,Wausau,230131
WI-500 - Wisconsin Balance of State CoC,559137,Waushara County,85758
WI-500 - Wisconsin Balance of State CoC,559139,Winnebago County,196188
WI-500 - Wisconsin Balance of State CoC,559141,Wood County,236782
WI-501 - Milwaukee City & County CoC,554340,Milwaukee,16182273
WI-501 - Milwaukee City & County CoC,559079,Milwaukee County,1772579
WI-501 - Milwaukee City & County CoC,557008,Wauwatosa,371523
WI-501 - Milwaukee City & County CoC,557056,West Allis,466595
WI-502 - Racine City & County CoC,555424,Racine,1837127
WI-502 - Racine City & County CoC,559101,Racine County,283985
WI-503 - Madison/Dane County CoC,559025,Dane County,419132
WI-503 - Madison/Dane County CoC,553944,Madison,1936972
"WV-500 - Wheeling, Weirton Area CoC",549009,Brooke County,62211
"WV-500 - Wheeling, Weirton Area CoC",549029,Hancock County,53117
"WV-500 - Wheeling, Weirton Area CoC",549051,Marshall County,145909
"WV-500 - Wheeling, Weirton Area CoC",549069,Ohio County,39272
"WV-500 - Wheeling, Weirton Area CoC",541392,Weirton,144383
"WV-500 - Wheeling, Weirton Area CoC",549103,Wetzel County,70583
"WV-500 - Wheeling, Weirton Area CoC",541446,Wheeling,424979
"WV-501 - Huntington/Cabell, Wayne Counties CoC",549011,Cabell County,117590
"WV-501 - Huntington/Cabell, Wayne Counties CoC",540666,Huntington,1691022
"WV-501 - Huntington/Cabell, Wayne Counties CoC",549099,Wayne County,119961
"WV-503 - Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",549005,Boone County,68766
"WV-503 - Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",540264,Charleston,1514497
"WV-503 - Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",549015,Clay County,43000
"WV-503 - Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",549039,Kanawha County,408174
"WV-503 - Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",549079,Putnam County,134226
WV-508 - West Virginia Balance of State CoC,549001,Barbour County,65213
WV-508 - West Virginia Balance of State CoC,540090,Beckley City,109066
WV-508 - West Virginia Balance of State CoC,549003,Berkeley County,296305
WV-508 - West Virginia Balance of State CoC,549007,Braxton County,50483
WV-508 - West Virginia Balance of State CoC,549013,Calhoun County,29178
WV-508 - West Virginia Balance of State CoC,549017,Doddridge County,34428
WV-508 - West Virginia Balance of State CoC,549019,Fayette County,164398
WV-508 - West Virginia Balance of State CoC,549021,Gilmer County,24806
WV-508 - West Virginia Balance of State CoC,549023,Grant County,35044
WV-508 - West Virginia Balance of State CoC,549025,Greenbrier County,128626
WV-508 - West Virginia Balance of State CoC,549027,Hampshire County,71140
WV-508 - West Virginia Balance of State CoC,549031,Hardy County,42713
WV-508 - West Virginia Balance of State CoC,549033,Harrison County,264486
WV-508 - West Virginia Balance of State CoC,549035,Jackson County,85339
WV-508 - West Virginia Balance of State CoC,549037,Jefferson County,148198
WV-508 - West Virginia Balance of State CoC,549041,Lewis County,67412
WV-508 - West Virginia Balance of State CoC,549043,Lincoln County,72804
WV-508 - West Virginia Balance of State CoC,549045,Logan County,124027
WV-508 - West Virginia Balance of State CoC,549049,Marion County,240842
WV-508 - West Virginia Balance of State CoC,540846,Martinsburg,123168
WV-508 - West Virginia Balance of State CoC,549053,Mason County,68850
WV-508 - West Virginia Balance of State CoC,549047,McDowell County,105942
WV-508 - West Virginia Balance of State CoC,549055,Mercer County,194347
WV-508 - West Virginia Balance of State CoC,549057,Mineral County,87421
WV-508 - West Virginia Balance of State CoC,549059,Mingo County,96261
WV-508 - West Virginia Balance of State CoC,549061,Monongalia County,216642
WV-508 - West Virginia Balance of State CoC,549063,Monroe County,42740
WV-508 - West Virginia Balance of State CoC,549065,Morgan County,42633
WV-508 - West Virginia Balance of State CoC,540930,Morgantown,175550
WV-508 - West Virginia Balance of State CoC,549067,Nicholas County,76776
WV-508 - West Virginia Balance of State CoC,541038,Parkersburg,327052
WV-508 - West Virginia Balance of State CoC,549071,Pendleton County,29992
WV-508 - West Virginia Balance of State CoC,549073,Pleasants County,19866
WV-508 - West Virginia Balance of State CoC,549075,Pocahontas County,37953
WV-508 - West Virginia Balance of State CoC,549077,Preston County,108700
WV-508 - West Virginia Balance of State CoC,549081,Raleigh County,188928
WV-508 - West Virginia Balance of State CoC,549083,Randolph County,95564
WV-508 - West Virginia Balance of State CoC,549085,Ritchie County,47060
WV-508 - West Virginia Balance of State CoC,549087,Roane County,53195
WV-508 - West Virginia Balance of State CoC,549089,Summers County,64292
WV-508 - West Virginia Balance of State CoC,549091,Taylor County,67326
