CoC Name,GEOID,County Name,PPRN_23
MN-502 - Rochester/Southeast Minnesota CoC,279157,Wabasha County,65247
MN-502 - Rochester/Southeast Minnesota CoC,279161,Waseca County,58898
MN-502 - Rochester/Southeast Minnesota CoC,279165,Watonwan County,50695
MN-502 - Rochester/Southeast Minnesota CoC,279169,Winona County,199500
"MN-503 - Dakota, Anoka, Washington, Scott, Carver Counties CoC",279003,Anoka County,573650
"MN-503 - Dakota, Anoka, Washington, Scott, Carver Counties CoC",279019,Carver County,157577
"MN-503 - Dakota, Anoka, Washington, Scott, Carver Counties CoC",279037,Dakota County,1992622
"MN-503 - Dakota, Anoka, Washington, Scott, Carver Counties CoC",279139,Scott County,358754
"MN-503 - Dakota, Anoka, Washington, Scott, Carver Counties CoC",279163,Washington County,250192
"MN-503 - Dakota, Anoka, Washington, Scott, Carver Counties CoC",275040,Woodbury City,100712
MN-504 - Northeast Minnesota CoC,279001,Aitkin County,55727
MN-504 - Northeast Minnesota CoC,279017,Carlton County,100034
MN-504 - Northeast Minnesota CoC,279031,Cook County,22866
MN-504 - Northeast Minnesota CoC,279061,Itasca County,154300
MN-504 - Northeast Minnesota CoC,279071,Koochiching County,37137
MN-504 - Northeast Minnesota CoC,279075,Lake County,34746
MN-505 - St. Cloud/Central Minnesota CoC,279009,Benton County,89975
MN-505 - St. Cloud/Central Minnesota CoC,279021,Cass County,80068
MN-505 - St. Cloud/Central Minnesota CoC,279025,Chisago County,120022
MN-505 - St. Cloud/Central Minnesota CoC,279035,Crow Wing County,180402
MN-505 - St. Cloud/Central Minnesota CoC,279059,Isanti County,97616
MN-505 - St. Cloud/Central Minnesota CoC,279065,Kanabec County,50772
MN-505 - St. Cloud/Central Minnesota CoC,279095,Mille Lacs County,76489
MN-505 - St. Cloud/Central Minnesota CoC,279097,Morrison County,106098
MN-505 - St. Cloud/Central Minnesota CoC,279115,Pine County,88600
MN-505 - St. Cloud/Central Minnesota CoC,279141,Sherburne County,155643
MN-505 - St. Cloud/Central Minnesota CoC,274104,St Cloud,249381
MN-505 - St. Cloud/Central Minnesota CoC,279145,Stearns County,277180
MN-505 - St. Cloud/Central Minnesota CoC,279153,Todd County,114552
MN-505 - St. Cloud/Central Minnesota CoC,279171,Wright County,268317
MN-506 - Northwest Minnesota CoC,279007,Beltrami County,152025
MN-506 - Northwest Minnesota CoC,279029,Clearwater County,37470
MN-506 - Northwest Minnesota CoC,279057,Hubbard County,74694
MN-506 - Northwest Minnesota CoC,279069,Kittson County,18039
MN-506 - Northwest Minnesota CoC,279077,Lake of the Woods County,10817
MN-506 - Northwest Minnesota CoC,279087,Mahnomen County,12028
MN-506 - Northwest Minnesota CoC,279089,Marshall County,29115
MN-506 - Northwest Minnesota CoC,279107,Norman County,26954
MN-506 - Northwest Minnesota CoC,279113,Pennington County,46414
MN-506 - Northwest Minnesota CoC,279119,Polk County,109548
MN-506 - Northwest Minnesota CoC,279125,Red Lake County,16111
MN-506 - Northwest Minnesota CoC,279135,Roseau County,37035
MN-508 - Moorhead/West Central Minnesota CoC,279005,Becker County,102303
MN-508 - Moorhead/West Central Minnesota CoC,279027,Clay County,53711
MN-508 - Moorhead/West Central Minnesota CoC,279041,Douglas County,99985
MN-508 - Moorhead/West Central Minnesota CoC,279051,Grant County,24304
MN-508 - Moorhead/West Central Minnesota CoC,273198,Moorhead,116855
MN-508 - Moorhead/West Central Minnesota CoC,279111,Otter Tail County,184458
MN-508 - Moorhead/West Central Minnesota CoC,279121,Pope County,42464
MN-508 - Moorhead/West Central Minnesota CoC,279149,Stevens County,34719
MN-508 - Moorhead/West Central Minnesota CoC,279155,Traverse County,16104
MN-508 - Moorhead/West Central Minnesota CoC,279159,Wadena County,68038
MN-508 - Moorhead/West Central Minnesota CoC,279167,Wilkin County,22688
MN-509 - Duluth/St. Louis County CoC,271266,Duluth,2423387
MN-509 - Duluth/St. Louis County CoC,279137,St. Louis County,2003512
MN-511 - Southwest Minnesota CoC,279011,Big Stone County,24697
MN-511 - Southwest Minnesota CoC,279023,Chippewa County,43787
MN-511 - Southwest Minnesota CoC,279033,Cottonwood County,46783
MN-511 - Southwest Minnesota CoC,279063,Jackson County,42497
MN-511 - Southwest Minnesota CoC,279067,Kandiyohi County,137777
MN-511 - Southwest Minnesota CoC,279073,Lac qui Parle County,35556
MN-511 - Southwest Minnesota CoC,279081,Lincoln County,25461
MN-511 - Southwest Minnesota CoC,279083,Lyon County,92746
MN-511 - Southwest Minnesota CoC,279085,McLeod County,95481
MN-511 - Southwest Minnesota CoC,279093,Meeker County,64915
MN-511 - Southwest Minnesota CoC,279101,Murray County,32489
MN-511 - Southwest Minnesota CoC,279105,Nobles County,82265
MN-511 - Southwest Minnesota CoC,279117,Pipestone County,36156
MN-511 - Southwest Minnesota CoC,279127,Redwood County,61416
MN-511 - Southwest Minnesota CoC,279129,Renville County,68478
MN-511 - Southwest Minnesota CoC,279133,Rock County,35807
MN-511 - Southwest Minnesota CoC,279151,Swift County,39401
MN-511 - Southwest Minnesota CoC,279173,Yellow Medicine County,42979
MO-500 - St. Louis County CoC,291806,Florissant,99351
MO-500 - St. Louis County CoC,299189,St. Louis County,5757847
MO-501 - St. Louis City CoC,294626,St Louis,18380899
"MO-503 - St. Charles, Lincoln, Warren Counties CoC",299113,Lincoln County,119828
"MO-503 - St. Charles, Lincoln, Warren Counties CoC",293852,O'Fallon,119213
"MO-503 - St. Charles, Lincoln, Warren Counties CoC",299183,St. Charles County,396828
"MO-503 - St. Charles, Lincoln, Warren Counties CoC",299219,Warren County,120398
"MO-600 - Springfield/Greene, Christian, Webster Counties CoC",299043,Christian County,220798
"MO-600 - Springfield/Greene, Christian, Webster Counties CoC",299077,Greene County,243549
"MO-600 - Springfield/Greene, Christian, Webster Counties CoC",294884,Springfield,590261
"MO-600 - Springfield/Greene, Christian, Webster Counties CoC",299225,Webster County,126870
"MO-602 - Joplin/Jasper, Newton Counties CoC",299097,Jasper County,243338
"MO-602 - Joplin/Jasper, Newton Counties CoC",292652,Joplin,211868
"MO-602 - Joplin/Jasper, Newton Counties CoC",299145,Newton County,141922
"MO-603 - St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",299003,Andrew County,46884
"MO-603 - St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",299021,Buchanan County,43097
"MO-603 - St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",299063,DeKalb County,29813
"MO-603 - St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",294614,St Joseph,1541212
"MO-604 - Kansas City (MO&KS), Independence, Lee’s Summit/Jackson,
Wyandotte Counties CoC",290534,Blue Springs,91515
"MO-604 - Kansas City (MO&KS), Independence, Lee’s Summit/Jackson,
Wyandotte Counties CoC",292562,Independence,317198
"MO-604 - Kansas City (MO&KS), Independence, Lee’s Summit/Jackson,
Wyandotte Counties CoC",299095,Jackson County,238347
"MO-604 - Kansas City (MO&KS), Independence, Lee’s Summit/Jackson,
Wyandotte Counties CoC",201776,Kansas City,2307922
"MO-604 - Kansas City (MO&KS), Independence, Lee’s Summit/Jackson,
Wyandotte Counties CoC",292670,Kansas City,7761975
"MO-604 - Kansas City (MO&KS), Independence, Lee’s Summit/Jackson,
Wyandotte Counties CoC",292958,Lees Summit,132248
"MO-604 - Kansas City (MO&KS), Independence, Lee’s Summit/Jackson,
Wyandotte Counties CoC",209209,Wyandotte County,35873
MO-606 - Missouri Balance of State CoC,299001,Adair County,105059
MO-606 - Missouri Balance of State CoC,299005,Atchison County,29134
MO-606 - Missouri Balance of State CoC,299007,Audrain County,72006
MO-606 - Missouri Balance of State CoC,299009,Barry County,132897
MO-606 - Missouri Balance of State CoC,299011,Barton County,47228
MO-606 - Missouri Balance of State CoC,299013,Bates County,68313
MO-606 - Missouri Balance of State CoC,299015,Benton County,61015
MO-606 - Missouri Balance of State CoC,299017,Bollinger County,35156
MO-606 - Missouri Balance of State CoC,299019,Boone County,133167
MO-606 - Missouri Balance of State CoC,299023,Butler County,130304
MO-606 - Missouri Balance of State CoC,299025,Caldwell County,43157
MO-606 - Missouri Balance of State CoC,299027,Callaway County,93205
MO-606 - Missouri Balance of State CoC,299029,Camden County,109526
MO-606 - Missouri Balance of State CoC,299031,Cape Girardeau County,202790
MO-606 - Missouri Balance of State CoC,299033,Carroll County,36459
MO-606 - Missouri Balance of State CoC,299035,Carter County,17616
MO-606 - Missouri Balance of State CoC,299037,Cass County,207151
MO-606 - Missouri Balance of State CoC,299039,Cedar County,47853
MO-606 - Missouri Balance of State CoC,299041,Chariton County,30705
MO-606 - Missouri Balance of State CoC,299045,Clark County,33820
MO-606 - Missouri Balance of State CoC,299047,Clay County,204331
MO-606 - Missouri Balance of State CoC,299049,Clinton County,62319
MO-606 - Missouri Balance of State CoC,299051,Cole County,63675
MO-606 - Missouri Balance of State CoC,291152,Columbia,373552
MO-606 - Missouri Balance of State CoC,299053,Cooper County,59826
MO-606 - Missouri Balance of State CoC,299055,Crawford County,66735
MO-606 - Missouri Balance of State CoC,299057,Dade County,34616
MO-606 - Missouri Balance of State CoC,299059,Dallas County,49773
MO-606 - Missouri Balance of State CoC,299061,Daviess County,34112
MO-606 - Missouri Balance of State CoC,299065,Dent County,54236
MO-606 - Missouri Balance of State CoC,299067,Douglas County,38615
MO-606 - Missouri Balance of State CoC,299069,Dunklin County,113876
MO-606 - Missouri Balance of State CoC,299071,Franklin County,234414
MO-606 - Missouri Balance of State CoC,299073,Gasconade County,61049
MO-606 - Missouri Balance of State CoC,299075,Gentry County,27198
MO-606 - Missouri Balance of State CoC,299079,Grundy County,43233
MO-606 - Missouri Balance of State CoC,299081,Harrison County,46427
MO-606 - Missouri Balance of State CoC,299083,Henry County,76135
MO-606 - Missouri Balance of State CoC,299085,Hickory County,25138
MO-606 - Missouri Balance of State CoC,299087,Holt County,26204
MO-606 - Missouri Balance of State CoC,299089,Howard County,40328
MO-606 - Missouri Balance of State CoC,299091,Howell County,133280
MO-606 - Missouri Balance of State CoC,299093,Iron County,37446
MO-606 - Missouri Balance of State CoC,292628,Jefferson City,99883
MO-606 - Missouri Balance of State CoC,299099,Jefferson County,418647
MO-606 - Missouri Balance of State CoC,299101,Johnson County,131447
MO-606 - Missouri Balance of State CoC,299103,Knox County,26600
MO-606 - Missouri Balance of State CoC,299105,Laclede County,90380
MO-606 - Missouri Balance of State CoC,299107,Lafayette County,99180
MO-606 - Missouri Balance of State CoC,299109,Lawrence County,125666
MO-606 - Missouri Balance of State CoC,299111,Lewis County,37305
MO-606 - Missouri Balance of State CoC,299115,Linn County,56285
MO-606 - Missouri Balance of State CoC,299117,Livingston County,45629
MO-606 - Missouri Balance of State CoC,299121,Macon County,68056
MO-606 - Missouri Balance of State CoC,299123,Madison County,36125
MO-606 - Missouri Balance of State CoC,299125,Maries County,29467
MO-606 - Missouri Balance of State CoC,299127,Marion County,115211
MO-606 - Missouri Balance of State CoC,299119,McDonald County,109241
MO-606 - Missouri Balance of State CoC,299129,Mercer County,12387
MO-606 - Missouri Balance of State CoC,299131,Miller County,68666
MO-606 - Missouri Balance of State CoC,299133,Mississippi County,37376
MO-606 - Missouri Balance of State CoC,299135,Moniteau County,41336
MO-606 - Missouri Balance of State CoC,299137,Monroe County,30866
MO-606 - Missouri Balance of State CoC,299139,Montgomery County,41607
MO-606 - Missouri Balance of State CoC,299141,Morgan County,59874
MO-606 - Missouri Balance of State CoC,299143,New Madrid County,57775
MO-606 - Missouri Balance of State CoC,299147,Nodaway County,88727
MO-606 - Missouri Balance of State CoC,299149,Oregon County,41764
MO-606 - Missouri Balance of State CoC,299151,Osage County,40958
MO-606 - Missouri Balance of State CoC,299153,Ozark County,32565
MO-606 - Missouri Balance of State CoC,299155,Pemiscot County,76921
MO-606 - Missouri Balance of State CoC,299157,Perry County,46589
MO-606 - Missouri Balance of State CoC,299159,Pettis County,144975
MO-606 - Missouri Balance of State CoC,299161,Phelps County,135389
MO-606 - Missouri Balance of State CoC,299163,Pike County,65675
MO-606 - Missouri Balance of State CoC,299165,Platte County,86498
MO-606 - Missouri Balance of State CoC,299167,Polk County,93040
MO-606 - Missouri Balance of State CoC,299169,Pulaski County,131247
MO-606 - Missouri Balance of State CoC,299171,Putnam County,20336
MO-606 - Missouri Balance of State CoC,299173,Ralls County,31901
MO-606 - Missouri Balance of State CoC,299175,Randolph County,104852
MO-606 - Missouri Balance of State CoC,299177,Ray County,60777
MO-606 - Missouri Balance of State CoC,299179,Reynolds County,18822
MO-606 - Missouri Balance of State CoC,299181,Ripley County,40374
MO-606 - Missouri Balance of State CoC,299195,Saline County,71810
MO-606 - Missouri Balance of State CoC,299197,Schuyler County,22529
MO-606 - Missouri Balance of State CoC,299199,Scotland County,24824
MO-606 - Missouri Balance of State CoC,299201,Scott County,126396
MO-606 - Missouri Balance of State CoC,299203,Shannon County,46232
MO-606 - Missouri Balance of State CoC,299205,Shelby County,28516
MO-606 - Missouri Balance of State CoC,299185,St. Clair County,43434
MO-606 - Missouri Balance of State CoC,299187,St. Francois County,195285
MO-606 - Missouri Balance of State CoC,299186,Ste. Genevieve County,45704
MO-606 - Missouri Balance of State CoC,299207,Stoddard County,81277
MO-606 - Missouri Balance of State CoC,299209,Stone County,79278
MO-606 - Missouri Balance of State CoC,299211,Sullivan County,30965
MO-606 - Missouri Balance of State CoC,299213,Taney County,165760
MO-606 - Missouri Balance of State CoC,299215,Texas County,85685
MO-606 - Missouri Balance of State CoC,299217,Vernon County,80844
MO-606 - Missouri Balance of State CoC,299221,Washington County,80812
MO-606 - Missouri Balance of State CoC,299223,Wayne County,59818
MO-606 - Missouri Balance of State CoC,299227,Worth County,13241
MO-606 - Missouri Balance of State CoC,299229,Wright County,61082
MP-500 - Northern Mariana Islands CoC,690001,Northern Marianas,655643
"MS-500 - Jackson/Rankin, Madison Counties CoC",289029,Copiah County,126398
"MS-500 - Jackson/Rankin, Madison Counties CoC",289049,Hinds County,159027
"MS-500 - Jackson/Rankin, Madison Counties CoC",280726,Jackson,1773399
"MS-500 - Jackson/Rankin, Madison Counties CoC",289089,Madison County,245940
"MS-500 - Jackson/Rankin, Madison Counties CoC",289121,Rankin County,323115
"MS-500 - Jackson/Rankin, Madison Counties CoC",289149,Warren County,196699
MS-501 - Mississippi Balance of State CoC,289001,Adams County,173558
MS-501 - Mississippi Balance of State CoC,289003,Alcorn County,124230
MS-501 - Mississippi Balance of State CoC,289005,Amite County,51951
MS-501 - Mississippi Balance of State CoC,289007,Attala County,91233
MS-501 - Mississippi Balance of State CoC,289009,Benton County,27634
MS-501 - Mississippi Balance of State CoC,289011,Bolivar County,134934
MS-501 - Mississippi Balance of State CoC,289013,Calhoun County,54095
MS-501 - Mississippi Balance of State CoC,289015,Carroll County,45434
MS-501 - Mississippi Balance of State CoC,289017,Chickasaw County,58039
MS-501 - Mississippi Balance of State CoC,289019,Choctaw County,27717
MS-501 - Mississippi Balance of State CoC,289021,Claiborne County,37364
MS-501 - Mississippi Balance of State CoC,289023,Clarke County,59712
MS-501 - Mississippi Balance of State CoC,289025,Clay County,70626
MS-501 - Mississippi Balance of State CoC,289027,Coahoma County,110156
MS-501 - Mississippi Balance of State CoC,289031,Covington County,75307
MS-501 - Mississippi Balance of State CoC,289033,DeSoto County,421158
MS-501 - Mississippi Balance of State CoC,289035,Forrest County,107536
MS-501 - Mississippi Balance of State CoC,289037,Franklin County,30181
MS-501 - Mississippi Balance of State CoC,289041,Greene County,41394
MS-501 - Mississippi Balance of State CoC,289043,Grenada County,73757
MS-501 - Mississippi Balance of State CoC,280630,Hattiesburg,203726
MS-501 - Mississippi Balance of State CoC,289051,Holmes County,85617
MS-501 - Mississippi Balance of State CoC,289053,Humphreys County,38609
MS-501 - Mississippi Balance of State CoC,289055,Issaquena County,4810
MS-501 - Mississippi Balance of State CoC,289057,Itawamba County,54708
MS-501 - Mississippi Balance of State CoC,289061,Jasper County,65610
MS-501 - Mississippi Balance of State CoC,289063,Jefferson County,26306
MS-501 - Mississippi Balance of State CoC,289065,Jefferson Davis County,39849
MS-501 - Mississippi Balance of State CoC,289067,Jones County,293828
MS-501 - Mississippi Balance of State CoC,289069,Kemper County,62377
MS-501 - Mississippi Balance of State CoC,289071,Lafayette County,166949
MS-501 - Mississippi Balance of State CoC,289073,Lamar County,161423
MS-501 - Mississippi Balance of State CoC,289075,Lauderdale County,335798
MS-501 - Mississippi Balance of State CoC,289077,Lawrence County,42274
MS-501 - Mississippi Balance of State CoC,289079,Leake County,73340
MS-501 - Mississippi Balance of State CoC,289081,Lee County,254456
MS-501 - Mississippi Balance of State CoC,289083,Leflore County,125107
MS-501 - Mississippi Balance of State CoC,289085,Lincoln County,142800
MS-501 - Mississippi Balance of State CoC,289087,Lowndes County,210260
MS-501 - Mississippi Balance of State CoC,289091,Marion County,103724
MS-501 - Mississippi Balance of State CoC,289093,Marshall County,112204
MS-501 - Mississippi Balance of State CoC,289095,Monroe County,123687
MS-501 - Mississippi Balance of State CoC,289097,Montgomery County,68156
MS-501 - Mississippi Balance of State CoC,289099,Neshoba County,97869
MS-501 - Mississippi Balance of State CoC,289101,Newton County,80795
MS-501 - Mississippi Balance of State CoC,289103,Noxubee County,47601
MS-501 - Mississippi Balance of State CoC,289105,Oktibbeha County,180505
MS-501 - Mississippi Balance of State CoC,289107,Panola County,112104
MS-501 - Mississippi Balance of State CoC,289111,Perry County,44185
MS-501 - Mississippi Balance of State CoC,289113,Pike County,181579
MS-501 - Mississippi Balance of State CoC,289115,Pontotoc County,127154
MS-501 - Mississippi Balance of State CoC,289117,Prentiss County,82097
MS-501 - Mississippi Balance of State CoC,289119,Quitman County,32257
MS-501 - Mississippi Balance of State CoC,289123,Scott County,106456
MS-501 - Mississippi Balance of State CoC,289125,Sharkey County,21124
MS-501 - Mississippi Balance of State CoC,289127,Simpson County,87524
MS-501 - Mississippi Balance of State CoC,289129,Smith County,45666
MS-501 - Mississippi Balance of State CoC,289133,Sunflower County,98692
MS-501 - Mississippi Balance of State CoC,289135,Tallahatchie County,47302
MS-501 - Mississippi Balance of State CoC,289137,Tate County,102249
MS-501 - Mississippi Balance of State CoC,289139,Tippah County,96256
MS-501 - Mississippi Balance of State CoC,289141,Tishomingo County,68710
MS-501 - Mississippi Balance of State CoC,289143,Tunica County,64272
MS-501 - Mississippi Balance of State CoC,289145,Union County,122997
MS-501 - Mississippi Balance of State CoC,289147,Walthall County,63514
MS-501 - Mississippi Balance of State CoC,289151,Washington County,204890
MS-501 - Mississippi Balance of State CoC,289153,Wayne County,61730
MS-501 - Mississippi Balance of State CoC,289155,Webster County,41205
MS-501 - Mississippi Balance of State CoC,289157,Wilkinson County,27969
MS-501 - Mississippi Balance of State CoC,289159,Winston County,63717
MS-501 - Mississippi Balance of State CoC,289161,Yalobusha County,66466
MS-501 - Mississippi Balance of State CoC,289163,Yazoo County,114440
MS-503 - Gulf Port/Gulf Coast Regional CoC,280132,Biloxi,150709
MS-503 - Gulf Port/Gulf Coast Regional CoC,289039,George County,73167
MS-503 - Gulf Port/Gulf Coast Regional CoC,280612,Gulfport,269462
MS-503 - Gulf Port/Gulf Coast Regional CoC,289045,Hancock County,168772
MS-503 - Gulf Port/Gulf Coast Regional CoC,289047,Harrison County,258402
MS-503 - Gulf Port/Gulf Coast Regional CoC,289059,Jackson County,267970
MS-503 - Gulf Port/Gulf Coast Regional CoC,281002,Moss Point,37640
MS-503 - Gulf Port/Gulf Coast Regional CoC,281134,Pascagoula,78467
MS-503 - Gulf Port/Gulf Coast Regional CoC,289109,Pearl River County,160639
MS-503 - Gulf Port/Gulf Coast Regional CoC,289131,Stone County,60408
MT-500 - Montana Statewide CoC,309001,Beaverhead County,32921
MT-500 - Montana Statewide CoC,309003,Big Horn County,30989
MT-500 - Montana Statewide CoC,300066,Billings,232488
MT-500 - Montana Statewide CoC,309005,Blaine County,16623
MT-500 - Montana Statewide CoC,309007,Broadwater County,11748
MT-500 - Montana Statewide CoC,309009,Carbon County,38369
MT-500 - Montana Statewide CoC,309011,Carter County,3994
MT-500 - Montana Statewide CoC,309013,Cascade County,49821
MT-500 - Montana Statewide CoC,309015,Chouteau County,16241
MT-500 - Montana Statewide CoC,309017,Custer County,37489
MT-500 - Montana Statewide CoC,309019,Daniels County,6022
MT-500 - Montana Statewide CoC,309021,Dawson County,24859
MT-500 - Montana Statewide CoC,309023,Deer Lodge County,47305
MT-500 - Montana Statewide CoC,309025,Fallon County,9391
MT-500 - Montana Statewide CoC,309027,Fergus County,49531
MT-500 - Montana Statewide CoC,309029,Flathead County,264134
MT-500 - Montana Statewide CoC,309031,Gallatin County,263178
MT-500 - Montana Statewide CoC,309033,Garfield County,2729
MT-500 - Montana Statewide CoC,309035,Glacier County,18304
MT-500 - Montana Statewide CoC,309037,Golden Valley County,3912
MT-500 - Montana Statewide CoC,309039,Granite County,12797
MT-500 - Montana Statewide CoC,300342,Great Falls,291596
MT-500 - Montana Statewide CoC,309041,Hill County,36873
MT-500 - Montana Statewide CoC,309043,Jefferson County,25658
MT-500 - Montana Statewide CoC,309045,Judith Basin County,9478
MT-500 - Montana Statewide CoC,309047,Lake County,47120
MT-500 - Montana Statewide CoC,309049,Lewis and Clark County,150710
MT-500 - Montana Statewide CoC,309051,Liberty County,8739
MT-500 - Montana Statewide CoC,309053,Lincoln County,55216
MT-500 - Montana Statewide CoC,309057,Madison County,24020
MT-500 - Montana Statewide CoC,309055,McCone County,5771
MT-500 - Montana Statewide CoC,309059,Meagher County,9132
MT-500 - Montana Statewide CoC,309061,Mineral County,14444
MT-500 - Montana Statewide CoC,300540,Missoula,206841
MT-500 - Montana Statewide CoC,309063,Missoula County,81519
MT-500 - Montana Statewide CoC,309065,Musselshell County,17754
MT-500 - Montana Statewide CoC,309067,Park County,56130
MT-500 - Montana Statewide CoC,309069,Petroleum County,1954
MT-500 - Montana Statewide CoC,309071,Phillips County,13506
MT-500 - Montana Statewide CoC,309073,Pondera County,16654
MT-500 - Montana Statewide CoC,309075,Powder River County,4107
MT-500 - Montana Statewide CoC,309077,Powell County,22397
MT-500 - Montana Statewide CoC,309079,Prairie County,5304
MT-500 - Montana Statewide CoC,309081,Ravalli County,110753
MT-500 - Montana Statewide CoC,309083,Richland County,23626
MT-500 - Montana Statewide CoC,309085,Roosevelt County,14247
MT-500 - Montana Statewide CoC,309087,Rosebud County,14419
MT-500 - Montana Statewide CoC,309089,Sanders County,31366
MT-500 - Montana Statewide CoC,309091,Sheridan County,12721
MT-500 - Montana Statewide CoC,309093,Silver Bow County,159543
MT-500 - Montana Statewide CoC,309095,Stillwater County,18056
MT-500 - Montana Statewide CoC,309097,Sweet Grass County,10091
MT-500 - Montana Statewide CoC,309099,Teton County,22732
MT-500 - Montana Statewide CoC,309101,Toole County,14225
MT-500 - Montana Statewide CoC,309103,Treasure County,2516
MT-500 - Montana Statewide CoC,309105,Valley County,21490
MT-500 - Montana Statewide CoC,309107,Wheatland County,10665
MT-500 - Montana Statewide CoC,309109,Wibaux County,4294
MT-500 - Montana Statewide CoC,309111,Yellowstone County,104180
NC-500 - Winston-Salem/Forsyth County CoC,379067,Forsyth County,286932
NC-500 - Winston-Salem/Forsyth County CoC,373180,Winston-Salem,2058556
NC-501 - Asheville/Buncombe County CoC,370108,Asheville,385600
NC-501 - Asheville/Buncombe County CoC,379021,Buncombe County,483230
NC-502 - Durham City & County CoC,370828,Durham,2070904
NC-502 - Durham City & County CoC,379063,Durham County,61287
NC-503 - North Carolina Balance of State CoC,379001,Alamance County,301294
NC-503 - North Carolina Balance of State CoC,379003,Alexander County,98962
NC-503 - North Carolina Balance of State CoC,379007,Anson County,101357
NC-503 - North Carolina Balance of State CoC,379013,Beaufort County,164040
NC-503 - North Carolina Balance of State CoC,379015,Bertie County,76445
NC-503 - North Carolina Balance of State CoC,379017,Bladen County,108764
NC-503 - North Carolina Balance of State CoC,379023,Burke County,210232
NC-503 - North Carolina Balance of State CoC,370432,Burlington,175386
NC-503 - North Carolina Balance of State CoC,379025,Cabarrus County,179370
NC-503 - North Carolina Balance of State CoC,379027,Caldwell County,175949
NC-503 - North Carolina Balance of State CoC,379029,Camden County,25381
NC-503 - North Carolina Balance of State CoC,379031,Carteret County,187068
NC-503 - North Carolina Balance of State CoC,379033,Caswell County,63210
NC-503 - North Carolina Balance of State CoC,379035,Catawba County,310478
NC-503 - North Carolina Balance of State CoC,379037,Chatham County,163527
NC-503 - North Carolina Balance of State CoC,379039,Cherokee County,83443
NC-503 - North Carolina Balance of State CoC,379041,Chowan County,58947
NC-503 - North Carolina Balance of State CoC,379043,Clay County,26456
NC-503 - North Carolina Balance of State CoC,379047,Columbus County,185203
NC-503 - North Carolina Balance of State CoC,370660,Concord,222438
NC-503 - North Carolina Balance of State CoC,379049,Craven County,169023
NC-503 - North Carolina Balance of State CoC,379053,Currituck County,61418
NC-503 - North Carolina Balance of State CoC,379055,Dare County,99822
NC-503 - North Carolina Balance of State CoC,379057,Davidson County,479367
NC-503 - North Carolina Balance of State CoC,379059,Davie County,135012
NC-503 - North Carolina Balance of State CoC,379061,Duplin County,219316
NC-503 - North Carolina Balance of State CoC,379065,Edgecombe County,124608
NC-503 - North Carolina Balance of State CoC,379069,Franklin County,177451
NC-503 - North Carolina Balance of State CoC,379073,Gates County,40664
NC-503 - North Carolina Balance of State CoC,371158,Goldsboro,134727
NC-503 - North Carolina Balance of State CoC,379075,Graham County,17990
NC-503 - North Carolina Balance of State CoC,379077,Granville County,164704
NC-503 - North Carolina Balance of State CoC,379079,Greene County,71299
NC-503 - North Carolina Balance of State CoC,371194,Greenville,359165
NC-503 - North Carolina Balance of State CoC,379083,Halifax County,231731
NC-503 - North Carolina Balance of State CoC,379085,Harnett County,360651
NC-503 - North Carolina Balance of State CoC,379087,Haywood County,219889
NC-503 - North Carolina Balance of State CoC,379089,Henderson County,295021
NC-503 - North Carolina Balance of State CoC,379091,Hertford County,82636
NC-503 - North Carolina Balance of State CoC,371338,Hickory,122306
NC-503 - North Carolina Balance of State CoC,379093,Hoke County,173308
NC-503 - North Carolina Balance of State CoC,379095,Hyde County,22804
NC-503 - North Carolina Balance of State CoC,379097,Iredell County,334073
NC-503 - North Carolina Balance of State CoC,379099,Jackson County,138661
NC-503 - North Carolina Balance of State CoC,371452,Jacksonville,148209
NC-503 - North Carolina Balance of State CoC,379101,Johnston County,546001
NC-503 - North Carolina Balance of State CoC,379103,Jones County,39282
NC-503 - North Carolina Balance of State CoC,371494,Kannapolis,148095
NC-503 - North Carolina Balance of State CoC,379105,Lee County,198927
NC-503 - North Carolina Balance of State CoC,371644,Lenoir,53170
NC-503 - North Carolina Balance of State CoC,379107,Lenoir County,210376
NC-503 - North Carolina Balance of State CoC,379113,Macon County,103700
NC-503 - North Carolina Balance of State CoC,379115,Madison County,96437
NC-503 - North Carolina Balance of State CoC,379117,Martin County,92978
NC-503 - North Carolina Balance of State CoC,379111,McDowell County,147420
NC-503 - North Carolina Balance of State CoC,379123,Montgomery County,105181
NC-503 - North Carolina Balance of State CoC,379125,Moore County,252075
NC-503 - North Carolina Balance of State CoC,371932,Mooresville,82871
NC-503 - North Carolina Balance of State CoC,371944,Morganton,73906
NC-503 - North Carolina Balance of State CoC,379127,Nash County,195268
NC-503 - North Carolina Balance of State CoC,372028,New Bern city,109598
NC-503 - North Carolina Balance of State CoC,379131,Northampton County,78754
NC-503 - North Carolina Balance of State CoC,379133,Onslow County,299441
NC-503 - North Carolina Balance of State CoC,379137,Pamlico County,39824
NC-503 - North Carolina Balance of State CoC,379139,Pasquotank County,160671
NC-503 - North Carolina Balance of State CoC,379143,Perquimans County,45013
NC-503 - North Carolina Balance of State CoC,379145,Person County,140952
NC-503 - North Carolina Balance of State CoC,379147,Pitt County,253806
