"","raceId","driverId","lap","position","badform_time","milliseconds","hoursLap","minLap","minutesIn","secondsIn","secondsLap","AirTemp","Humidity","Pressure","Rainfall","TrackTemp","WindDirection","WindSpeed","Year","weatherStampSeconds","constructorId","positionFinish","grid","points","rank"
"127",989,8,11,2,01:28:00,88485,0.001024132,1.475,76.21703424,4573.022054,88.4850048,24,26,997,0,36.5,306,4.2,2018,4618.176,6,3,2,15,"2"
"128",989,8,12,2,01:28:00,88817,0.001027975,1.48,74.74228416,4484.53705,88.81704,24.1,25.7,997,0,36.5,306,5.1,2018,4498.072,6,3,2,15,"2"
"129",989,8,13,2,01:28:00,88429,0.001023484,1.474,73.26200016,4395.72001,88.4290176,24,26,997.1,0,36.7,308,4.1,2018,4438.133,6,3,2,15,"2"
"130",989,8,14,2,01:28:00,88313,0.001022141,1.472,71.7881832,4307.290992,88.3129824,24,26.5,997.1,0,36.5,292,3.8,2018,4318.267,6,3,2,15,"2"
"131",989,8,15,2,01:28:00,88457,0.001023808,1.474,70.31630016,4218.97801,88.4570112,24,25.6,997.1,0,36.7,273,3.8,2018,4258.242,6,3,2,15,"2"
"132",989,8,16,2,01:28:00,87982,0.00101831,1.466,68.84201664,4130.520998,87.981984,24.1,26.1,997,0,36.6,309,2.8,2018,4137.986,6,3,2,15,"2"
"133",989,8,17,2,01:28:00,88216,0.001021019,1.47,67.37565024,4042.539014,88.2160416,24,25.9,997,0,36.7,292,5.4,2018,4077.98,6,3,2,15,"2"
"134",989,8,18,3,01:45:00,105858,0.001225208,1.764,65.90538288,3954.322973,105.8579712,24.4,25.7,997,0,37,290,4.5,2018,3957.945,6,3,2,15,"2"
"135",989,8,19,3,01:32:00,92537,0.00107103,1.542,64.14108336,3848.465002,92.536992,24.5,26.4,996.9,0,37.1,282,4.7,2018,3898.174,6,3,2,15,"2"
"136",989,8,20,3,01:28:00,88836,0.001028194,1.481,62.59880016,3755.92801,88.8359616,24.5,25.6,996.9,0,37.5,278,5.2,2018,3778.026,6,3,2,15,"2"
"137",989,8,21,3,01:28:00,88763,0.00102735,1.479,61.1182008,3667.092048,88.76304,24.5,27.2,997,0,37.5,290,4.3,2018,3717.918,6,3,2,15,"2"
"138",989,8,22,3,01:28:00,88557,0.001024965,1.476,59.6388168,3578.329008,88.556976,24.3,27.4,996.8,0,37.4,313,4,2018,3597.901,6,3,2,15,"2"
"139",989,8,23,3,01:28:00,88704,0.001026667,1.478,58.1628672,3489.772032,88.7040288,24.3,26.8,996.9,0,37.3,297,2.9,2018,3538.675,6,3,2,15,"2"
"140",989,8,24,3,01:28:00,88465,0.0010239,1.474,56.68446672,3401.068003,88.46496,24.2,26.2,996.8,0,37.3,301,3.9,2018,3417.815,6,3,2,15,"2"
"141",989,8,25,3,01:28:00,88751,0.001027211,1.479,55.21005072,3312.603043,88.7510304,24.2,26,996.8,0,37.6,312,5.3,2018,3357.8,6,3,2,15,"2"
"142",989,8,26,3,01:59:00,119547,0.001383646,1.992,53.73086688,3223.852013,119.5470144,24.6,26,996.7,0,38.3,289,5.7,2018,3238.02,6,3,2,15,"2"
"143",989,8,27,3,02:05:00,125438,0.001451829,2.091,51.73841664,3104.304998,125.4380256,24.8,26.5,996.8,0,38.4,295,5.2,2018,3117.77,6,3,2,15,"2"
"144",989,8,28,3,02:04:00,124658,0.001442801,2.078,49.64778288,2978.866973,124.6580064,24.6,28.1,996.7,0,38.2,300,3.4,2018,2997.752,6,3,2,15,"2"
"145",989,8,29,3,02:07:00,127864,0.001479907,2.131,47.57014944,2854.208966,127.8639648,24.5,28.7,996.8,0,38.3,300,4,2018,2877.812,6,3,2,15,"2"
"146",989,8,30,3,02:16:00,136138,0.001575671,2.269,45.43908336,2726.345002,136.1379744,23.9,33.8,996.9,0,37,317,2.5,2018,2757.669,6,3,2,15,"2"
"147",989,8,31,3,02:17:00,137278,0.001588866,2.288,43.17011712,2590.207027,137.2780224,23.7,34.6,996.8,0,36.7,278,2.5,2018,2638.309,6,3,2,15,"2"
"148",989,8,32,3,01:28:00,88672,0.001026296,1.478,40.88215008,2452.929005,88.6719744,24.2,34.4,996.9,0,38,282,3.8,2018,2458.303,6,3,2,15,"2"
